# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "../inputs/genomes/RATT/genomes/Newman/genomic.gff3" "-o" "/shares/kouyos.virology.uzh/tdemet/mariane_RNAseq/o39765_results/Newman/featureCounts/R3_NM-I_t12_S9_Newman_counts.txt" "-p" "--countReadPairs" "-s" "2" "-O" "--primary" "-t" "CDS" "-g" "locus_tag" "-T" "8" "/shares/kouyos.virology.uzh/tdemet/mariane_RNAseq/o39765_results/Newman/bowtie2/R3_NM-I_t12_S9.bam" 
Geneid	Chr	Start	End	Strand	Length	/shares/kouyos.virology.uzh/tdemet/mariane_RNAseq/o39765_results/Newman/bowtie2/R3_NM-I_t12_S9.bam
NWMN_2361	AP009351.1	2598062	2598877	-	816	7
NWMN_2362	AP009351.1	2598874	2599743	-	870	2
NWMN_2363	AP009351.1	2599740	2600675	-	936	11
NWMN_2364	AP009351.1	2600688	2602286	-	1599	20
NWMN_2365	AP009351.1	2602429	2603730	-	1302	2
NWMN_2366	AP009351.1	2603723	2604541	-	819	5
NWMN_2367	AP009351.1	2604552	2605373	-	822	6
NWMN_2368	AP009351.1	2606240	2606605	-	366	21
NWMN_2369	AP009351.1	2606868	2607506	-	639	273
NWMN_2370	AP009351.1	2607919	2609457	+	1539	39
NWMN_2371	AP009351.1	2609569	2609991	-	423	143
NWMN_2372	AP009351.1	2610443	2610862	-	420	23
NWMN_2373	AP009351.1	2610880	2611299	-	420	7
NWMN_2374	AP009351.1	2611566	2611988	-	423	40
NWMN_2375	AP009351.1	2612239	2612934	-	696	222
NWMN_2376	AP009351.1	2613223	2613504	+	282	86
NWMN_2377	AP009351.1	2613764	2613955	-	192	4521
NWMN_2378	AP009351.1	2614023	2614178	-	156	0
NWMN_2379	AP009351.1	2614516	2615310	-	795	15
NWMN_2380	AP009351.1	2615846	2616133	-	288	16
NWMN_2381	AP009351.1	2616136	2616462	-	327	13
NWMN_2382	AP009351.1	2616462	2616755	-	294	7
NWMN_2383	AP009351.1	2616674	2617786	-	1113	17
NWMN_2384	AP009351.1	2617783	2618568	-	786	19
NWMN_2385	AP009351.1	2618680	2619456	-	777	8
NWMN_2386	AP009351.1	2619759	2622620	-	2862	24
NWMN_2387	AP009351.1	2622622	2623014	-	393	1
NWMN_2388	AP009351.1	2623188	2624939	+	1752	65
NWMN_2389	AP009351.1	2625223	2625489	+	267	12
NWMN_2390	AP009351.1	2625633	2625941	+	309	4
NWMN_2391	AP009351.1	2626263	2627456	-	1194	5
NWMN_2392	AP009351.1	2627840	2632345	-	4506	182
NWMN_2393	AP009351.1	2632644	2633000	-	357	1
NWMN_2394	AP009351.1	2633324	2634067	+	744	1
NWMN_2395	AP009351.1	2634278	2635144	-	867	63
NWMN_2396	AP009351.1	2635324	2635710	-	387	72
NWMN_2397	AP009351.1	2636113	2638146	-	2034	291
NWMN_2398	AP009351.1	2638828	2639214	-	387	109
NWMN_2399	AP009351.1	2639617	2641842	-	2226	545
NWMN_2400	AP009351.1	2642085	2642177	-	93	0
NWMN_2401	AP009351.1	2642311	2643669	-	1359	321
NWMN_2402	AP009351.1	2643786	2645339	-	1554	93
NWMN_2403	AP009351.1	2645363	2646043	-	681	46
NWMN_2404	AP009351.1	2646197	2646961	-	765	217
NWMN_2405	AP009351.1	2647126	2647818	-	693	50
NWMN_2406	AP009351.1	2648049	2648537	-	489	252
NWMN_2407	AP009351.1	2648604	2650496	-	1893	118
NWMN_2408	AP009351.1	2650905	2652182	-	1278	185
NWMN_2409	AP009351.1	2652729	2653340	+	612	45
NWMN_2410	AP009351.1	2653437	2654600	-	1164	7
NWMN_2411	AP009351.1	2654593	2655051	-	459	0
NWMN_2412	AP009351.1	2655485	2656180	+	696	2
NWMN_2413	AP009351.1	2656182	2656952	+	771	1
NWMN_2414	AP009351.1	2657325	2659289	+	1965	237
NWMN_2415	AP009351.1	2659633	2660712	+	1080	29
NWMN_2416	AP009351.1	2660817	2661410	-	594	75
NWMN_2417	AP009351.1	2661432	2662400	-	969	19
NWMN_2418	AP009351.1	2662478	2662912	-	435	60
NWMN_2419	AP009351.1	2663130	2663423	+	294	32
NWMN_2420	AP009351.1	2663594	2664400	+	807	91
NWMN_2421	AP009351.1	2664520	2665191	-	672	316
NWMN_2422	AP009351.1	2665506	2666453	+	948	2025
NWMN_2423	AP009351.1	2666702	2667502	-	801	15
NWMN_2424	AP009351.1	2667823	2668458	+	636	1
NWMN_2425	AP009351.1	2668464	2669195	+	732	3
NWMN_2426	AP009351.1	2669355	2669975	-	621	98
NWMN_2427	AP009351.1	2670169	2670660	+	492	15
NWMN_2428	AP009351.1	2671098	2671268	-	171	4
NWMN_2429	AP009351.1	2671447	2672346	-	900	153
NWMN_2430	AP009351.1	2672360	2673040	-	681	83
NWMN_2431	AP009351.1	2673043	2674086	-	1044	214
NWMN_2432	AP009351.1	2674637	2674840	+	204	18
NWMN_2433	AP009351.1	2675032	2675958	+	927	68
NWMN_2434	AP009351.1	2676040	2677008	-	969	214
NWMN_2435	AP009351.1	2677141	2677485	-	345	58
NWMN_2436	AP009351.1	2677527	2677937	-	411	85
NWMN_2437	AP009351.1	2678317	2680383	-	2067	81
NWMN_2438	AP009351.1	2680684	2682423	-	1740	1831
NWMN_2439	AP009351.1	2682470	2683159	-	690	406
NWMN_2440	AP009351.1	2683152	2683547	-	396	6
NWMN_2441	AP009351.1	2683760	2684647	-	888	31
NWMN_2442	AP009351.1	2684805	2685023	+	219	257
NWMN_2443	AP009351.1	2685413	2685844	+	432	8
NWMN_2444	AP009351.1	2686604	2686861	-	258	7
NWMN_2445	AP009351.1	2687440	2688717	-	1278	154
NWMN_2446	AP009351.1	2688971	2690137	+	1167	378
NWMN_2447	AP009351.1	2690307	2690828	-	522	331
NWMN_2448	AP009351.1	2691237	2693342	+	2106	11905
NWMN_2449	AP009351.1	2693411	2693581	-	171	0
NWMN_2450	AP009351.1	2693594	2695588	-	1995	13
NWMN_2451	AP009351.1	2696043	2698532	-	2490	13
NWMN_2452	AP009351.1	2698740	2699225	+	486	79
NWMN_2453	AP009351.1	2699302	2699469	-	168	1
NWMN_2454	AP009351.1	2699581	2701125	-	1545	996
NWMN_2455	AP009351.1	2701315	2701914	-	600	11
NWMN_2456	AP009351.1	2702153	2702344	+	192	17
NWMN_2457	AP009351.1	2702584	2704992	+	2409	575
NWMN_2458	AP009351.1	2705352	2705558	+	207	73
NWMN_2459	AP009351.1	2705648	2706646	-	999	90
NWMN_2460	AP009351.1	2706669	2707823	-	1155	115
NWMN_2461	AP009351.1	2708250	2709758	-	1509	626
NWMN_2462	AP009351.1	2709770	2710633	-	864	178
NWMN_2463	AP009351.1	2710670	2711797	-	1128	322
NWMN_2464	AP009351.1	2711803	2713296	-	1494	228
NWMN_2465	AP009351.1	2713289	2713786	-	498	23
NWMN_2466	AP009351.1	2713952	2714719	-	768	24
NWMN_2467	AP009351.1	2715080	2716891	-	1812	146
NWMN_2468	AP009351.1	2717403	2717891	-	489	1
NWMN_2469	AP009351.1	2718167	2718868	-	702	364
NWMN_2470	AP009351.1	2719476	2720531	-	1056	6
NWMN_2471	AP009351.1	2720923	2721510	+	588	9
NWMN_2472	AP009351.1	2721852	2722208	+	357	19
NWMN_2473	AP009351.1	2722428	2722658	+	231	9
NWMN_2474	AP009351.1	2722808	2723185	-	378	10
NWMN_2475	AP009351.1	2723202	2724023	-	822	20
NWMN_2476	AP009351.1	2724043	2724342	-	300	10
NWMN_2477	AP009351.1	2724473	2725030	+	558	18
NWMN_2478	AP009351.1	2725023	2725727	+	705	21
NWMN_2479	AP009351.1	2725825	2726835	+	1011	266
NWMN_2480	AP009351.1	2726855	2727685	+	831	1208
NWMN_2481	AP009351.1	2727832	2728722	-	891	11
NWMN_2482	AP009351.1	2728820	2730160	-	1341	3
NWMN_2483	AP009351.1	2730154	2731260	-	1107	4
NWMN_2484	AP009351.1	2731594	2731890	-	297	8
NWMN_2485	AP009351.1	2731878	2732246	-	369	22
NWMN_2486	AP009351.1	2732261	2732539	-	279	17
NWMN_2487	AP009351.1	2732881	2733747	-	867	1457
NWMN_2488	AP009351.1	2733965	2735029	+	1065	72
NWMN_2489	AP009351.1	2735184	2735459	+	276	56
NWMN_2490	AP009351.1	2735645	2736367	-	723	11
NWMN_2491	AP009351.1	2736721	2737170	+	450	201
NWMN_2492	AP009351.1	2737251	2737838	-	588	8
NWMN_2493	AP009351.1	2737971	2739653	+	1683	38
NWMN_2494	AP009351.1	2739782	2740165	-	384	54
NWMN_2495	AP009351.1	2740167	2741018	-	852	76
NWMN_2496	AP009351.1	2741011	2741829	-	819	104
NWMN_2497	AP009351.1	2741902	2742762	+	861	39
NWMN_2498	AP009351.1	2742848	2743552	-	705	77
NWMN_2499	AP009351.1	2743830	2744789	-	960	68
NWMN_2500	AP009351.1	2745477	2746925	+	1449	60
NWMN_2501	AP009351.1	2747006	2748379	-	1374	25
NWMN_2502	AP009351.1	2748601	2749017	+	417	3
NWMN_2503	AP009351.1	2749140	2750030	+	891	661
NWMN_2504	AP009351.1	2750223	2751719	-	1497	1504
NWMN_2505	AP009351.1	2752015	2752344	+	330	3
NWMN_2506	AP009351.1	2752404	2754023	-	1620	721
NWMN_2507	AP009351.1	2754196	2754639	-	444	176
NWMN_2508	AP009351.1	2754920	2755132	-	213	14
NWMN_2509	AP009351.1	2755410	2757119	-	1710	93
NWMN_2510	AP009351.1	2757380	2758870	-	1491	313
NWMN_2511	AP009351.1	2759123	2759686	+	564	105
NWMN_2512	AP009351.1	2759874	2760560	-	687	26
NWMN_2513	AP009351.1	2760824	2762446	-	1623	147
NWMN_2514	AP009351.1	2762965	2763501	-	537	1007
NWMN_2515	AP009351.1	2763498	2765348	-	1851	1844
NWMN_2516	AP009351.1	2765595	2766965	-	1371	1
NWMN_2517	AP009351.1	2767458	2768063	-	606	121
NWMN_2518	AP009351.1	2768126	2770006	-	1881	135
NWMN_2519	AP009351.1	2770401	2770898	-	498	14
NWMN_2520	AP009351.1	2770908	2771159	-	252	5
NWMN_2521	AP009351.1	2772322	2774322	-	2001	20
NWMN_2522	AP009351.1	2774319	2775074	-	756	14
NWMN_2523	AP009351.1	2775182	2776069	-	888	58
NWMN_2524	AP009351.1	2776080	2776745	-	666	54
NWMN_2525	AP009351.1	2776771	2776971	-	201	24
NWMN_2526	AP009351.1	2777169	2778593	+	1425	3
NWMN_2527	AP009351.1	2778876	2779331	-	456	23
NWMN_2528	AP009351.1	2779576	2780337	-	762	24
NWMN_2529	AP009351.1	2780453	2783194	-	2742	784
NWMN_2530	AP009351.1	2783544	2784248	-	705	463
NWMN_2531	AP009351.1	2784347	2785315	-	969	892
NWMN_2532	AP009351.1	2785305	2786735	-	1431	763
NWMN_2533	AP009351.1	2786826	2787836	-	1011	452
NWMN_2534	AP009351.1	2787869	2789104	-	1236	305
NWMN_2535	AP009351.1	2789451	2789900	-	450	10
NWMN_2536	AP009351.1	2790267	2791796	-	1530	21
NWMN_2537	AP009351.1	2792220	2792747	-	528	625
NWMN_2538	AP009351.1	2793005	2793463	+	459	16
NWMN_2539	AP009351.1	2793703	2795577	+	1875	11
NWMN_2540	AP009351.1	2795654	2797606	+	1953	1550
NWMN_2541	AP009351.1	2797620	2798558	+	939	643
NWMN_2542	AP009351.1	2798670	2801657	-	2988	207
NWMN_2543	AP009351.1	2801862	2803721	+	1860	250
NWMN_2544	AP009351.1	2803988	2804548	-	561	230
NWMN_2545	AP009351.1	2804716	2806623	-	1908	978
NWMN_2546	AP009351.1	2806865	2808223	-	1359	739
NWMN_2547	AP009351.1	2808216	2809724	-	1509	717
NWMN_2548	AP009351.1	2809742	2812132	-	2391	496
NWMN_2549	AP009351.1	2812122	2813081	-	960	19
NWMN_2550	AP009351.1	2813059	2814627	-	1569	43
NWMN_2551	AP009351.1	2814617	2816170	-	1554	57
NWMN_2552	AP009351.1	2816181	2817392	-	1212	6
NWMN_2553	AP009351.1	2817522	2824337	-	6816	2468
NWMN_2554	AP009351.1	2824882	2825574	-	693	56
NWMN_2555	AP009351.1	2825840	2826268	+	429	3
NWMN_2556	AP009351.1	2826255	2826557	+	303	2
NWMN_2557	AP009351.1	2826711	2827070	+	360	97
NWMN_2558	AP009351.1	2827155	2827766	-	612	14
NWMN_2559	AP009351.1	2827845	2828321	-	477	6
NWMN_2560	AP009351.1	2828324	2828824	-	501	3
NWMN_2561	AP009351.1	2829059	2829826	-	768	3
NWMN_2562	AP009351.1	2829823	2830515	-	693	1
NWMN_2563	AP009351.1	2830532	2831194	-	663	0
NWMN_2564	AP009351.1	2832043	2832603	-	561	70
NWMN_2565	AP009351.1	2832767	2834005	+	1239	1
NWMN_2566	AP009351.1	2833969	2834274	+	306	0
NWMN_2567	AP009351.1	2834271	2835143	+	873	1
NWMN_2568	AP009351.1	2835130	2836182	+	1053	2
NWMN_2569	AP009351.1	2836573	2838615	-	2043	619
NWMN_2570	AP009351.1	2839708	2840340	-	633	121
NWMN_2571	AP009351.1	2840337	2841095	-	759	99
NWMN_2572	AP009351.1	2841092	2841796	-	705	45
NWMN_2573	AP009351.1	2841789	2842367	-	579	6
NWMN_2574	AP009351.1	2842364	2842942	-	579	0
NWMN_2575	AP009351.1	2842911	2843924	-	1014	3
NWMN_2576	AP009351.1	2843940	2845190	-	1251	3
NWMN_2577	AP009351.1	2845183	2845797	-	615	3
NWMN_2578	AP009351.1	2845815	2846633	-	819	3
NWMN_2579	AP009351.1	2846938	2848062	-	1125	50
NWMN_2580	AP009351.1	2848180	2848677	-	498	2
NWMN_2581	AP009351.1	2848724	2849557	-	834	3
NWMN_2582	AP009351.1	2849554	2851266	-	1713	9
NWMN_2583	AP009351.1	2851319	2851873	-	555	4
NWMN_2584	AP009351.1	2851902	2852750	-	849	15
NWMN_2585	AP009351.1	2853130	2853645	+	516	832
NWMN_2586	AP009351.1	2853794	2854765	-	972	80
NWMN_2587	AP009351.1	2855009	2855965	+	957	53
NWMN_2588	AP009351.1	2856117	2856755	+	639	11
NWMN_2589	AP009351.1	2856874	2857641	-	768	19
NWMN_2590	AP009351.1	2857631	2857969	-	339	37
NWMN_2591	AP009351.1	2858136	2858600	+	465	42
NWMN_2592	AP009351.1	2858838	2860256	+	1419	127
NWMN_2593	AP009351.1	2860669	2861577	-	909	37
NWMN_2594	AP009351.1	2861802	2862377	+	576	6
NWMN_2595	AP009351.1	2862506	2863558	+	1053	151
NWMN_2596	AP009351.1	2863801	2864595	+	795	23
NWMN_2597	AP009351.1	2864729	2865241	-	513	527
NWMN_2598	AP009351.1	2865524	2866282	+	759	1
NWMN_2599	AP009351.1	2866272	2868152	+	1881	7
NWMN_2600	AP009351.1	2868245	2868436	+	192	3
NWMN_2601	AP009351.1	2868448	2868984	+	537	14
NWMN_2602	AP009351.1	2869044	2869541	-	498	2
NWMN_2603	AP009351.1	2869620	2869970	+	351	2
NWMN_2604	AP009351.1	2869999	2870190	+	192	1
NWMN_2605	AP009351.1	2870583	2870783	+	201	1577
NWMN_2606	AP009351.1	2870910	2871479	-	570	18
NWMN_2607	AP009351.1	2871739	2872134	-	396	9
NWMN_2608	AP009351.1	2872202	2872555	-	354	11
NWMN_2609	AP009351.1	2873009	2873848	-	840	186
NWMN_2610	AP009351.1	2873891	2874610	-	720	44
NWMN_2611	AP009351.1	2874610	2876487	-	1878	104
NWMN_2612	AP009351.1	2876554	2877933	-	1380	81
NWMN_2613	AP009351.1	2878072	2878428	-	357	23
NWMN_2614	AP009351.1	2878546	2878683	-	138	271
RNAIII	AP009351.1	2150802	2151315	-	514	8653
