locus tag,new locus tag,pan locus tag,pan gene symbol,type,symbol,synonym,product,replicon,strand,start,end,gene length,essential,Gene ID,gene RefSeq,MicrobesOnline,description,protein length,theoretical pI,theoretical MW,GRAVY,TIGRFAM Meta Role,TIGRFAM Main Role,TIGRFAM Sub Role,TIGRFAM function,TIGRFAM,TIGRFAM HMM score,TheSEED,PFAM Accession,PFAM,PFAM description,PFAM clan accession,PFAM clan,PFAM HMM score,interaction partners,PSORTb,DeepLocPro,LocateP,SignalP,transmembrane helices,protein GI,UniProt,protein RefSeq,protein copies per cell,operon,pubmed
NWMN_0492,NWMN_RS02875,SAUPAN002298000,cysS,CDS,cysS,,cysteinyl-tRNA synthetase,chromosome,+,567611,569011,1401,unknown,5331848,YP_001331526,3706039,cysteinyl-tRNA synthetase,466,5.03617,53684.9,-0.524678,Genetic information processing,Protein synthesis,tRNA aminoacylation,cysteine--tRNA ligase,TIGR00435,594.1,"Miscellaneous / ""Plant-Prokaryote comparative genomics"" / ""Conserved gene cluster possibly involved in RNA metabolism"" / ""Cysteinyl-tRNA synthetase (EC 6.1.1.16)""",PF01406,tRNA-synt_1e,tRNA synthetases class I (C) catalytic domain,CL0039,HUP,455.6,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220704,A6QEI2,YP_001331526,,NWMN_0491 > NWMN_0492 > NWMN_0493 > NWMN_0494 > NWMN_0495 > NWMN_0496 (MicrobesOnline),
NWMN_0493,NWMN_RS02880,SAUPAN002299000,mrnC,CDS,NWMN_0493,,hypothetical protein,chromosome,+,569004,569408,405,unknown,5331852,YP_001331527,3706040,hypothetical protein,134,9.69436,15721,-0.647015,,,,,,,,PF00636,Ribonuclease_3,Ribonuclease III domain,CL0539,RNase_III,89.8,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220705,A0A0H3KEL2,YP_001331527,,NWMN_0491 > NWMN_0492 > NWMN_0493 > NWMN_0494 > NWMN_0495 > NWMN_0496 (MicrobesOnline),
NWMN_0494,NWMN_RS02885,SAUPAN002300000,-,CDS,NWMN_0494,rlmB,hypothetical protein,chromosome,+,569416,570162,747,unknown,5330261,YP_001331528,3706041,hypothetical protein,248,6.63672,27207.2,-0.0802419,Genetic information processing,Protein synthesis,tRNA and rRNA base modification,"RNA methyltransferase, TrmH family, group 3",TIGR00186,257.6,"Miscellaneous / ""Plant-Prokaryote comparative genomics"" / ""Conserved gene cluster possibly involved in RNA metabolism"" / ""TrmH family tRNA/rRNA methyltransferase YacO (EC 2.1.1.-)""",PF00588,SpoU_methylase,SpoU rRNA Methylase family,CL0098,SPOUT,152.2,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220706,Q9AGT0,YP_001331528,,NWMN_0491 > NWMN_0492 > NWMN_0493 > NWMN_0494 > NWMN_0495 > NWMN_0496 (MicrobesOnline),
NWMN_0495,NWMN_RS02890,SAUPAN002301000,-,CDS,NWMN_0495,,hypothetical protein,chromosome,+,570162,570686,525,unknown,5330262,YP_001331529,3706042,hypothetical protein,174,5.36049,20249.7,-0.58046,,,,,,,"Miscellaneous / ""Plant-Prokaryote comparative genomics"" / ""Conserved gene cluster possibly involved in RNA metabolism"" / ""Hypothetical protein DUF901, similar to C-terminal domain of ribosome protection-type Tc-resistance proteins""",PF05991,NYN_YacP,YacP-like NYN domain,CL0280,PIN,176.8,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220707,A0A0H3K6F9,YP_001331529,,NWMN_0491 > NWMN_0492 > NWMN_0493 > NWMN_0494 > NWMN_0495 > NWMN_0496 (MicrobesOnline),
NWMN_0496,NWMN_RS02895,SAUPAN002302000,sigH,CDS,NWMN_0496,,hypothetical protein,chromosome,+,570767,571336,570,unknown,5330263,YP_001331530,3706043,hypothetical protein,189,9.43118,23028.8,-0.478836,,,,"RNA polymerase sigma factor, sigma-70 family",TIGR02937,53.2,"Dormancy and Sporulation / ""Dormancy and Sporulation - no subcategory"" / ""Sporulation-associated proteins with broader functions"" / ""RNA polymerase sporulation specific sigma factor SigH""; ""Miscellaneous"" / ""Plant-Prokaryote comparative genomics"" / ""Conserved gene cluster possibly involved in RNA metabolism"" / ""RNA polymerase sporulation specific sigma factor SigH""; ""RNA Metabolism"" / ""Transcription"" / ""Transcription initiation, bacterial sigma factors"" / ""RNA polymerase sporulation specific sigma factor SigH""",PF04542,Sigma70_r2,Sigma-70 region 2 ,CL0123,HTH,47,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220708,A0A0H3K759,YP_001331530,,NWMN_0491 > NWMN_0492 > NWMN_0493 > NWMN_0494 > NWMN_0495 > NWMN_0496 (MicrobesOnline),12875655; 20485515; 23133387
NWMN_0497,NWMN_RS02900,SAUPAN002304000,secE,CDS,secE,,preprotein translocase subunit SecE,chromosome,+,571650,571832,183,unknown,5330264,YP_001331531,3706044,preprotein translocase subunit SecE,60,10.0161,7031.36,0.401667,Genetic information processing,Protein fate,Protein and peptide secretion and trafficking,"preprotein translocase, SecE subunit",TIGR00964,75.8,,PF00584,SecE,SecE/Sec61-gamma subunits of protein translocation complex,no clan defined,no clan defined,70,,Cytoplasmic Membrane,Cytoplasmic Membrane,N-terminally anchored (No CS),no predicted signal peptide,1,151220709,A0A0H3KB44,YP_001331531,,NWMN_0497 > NWMN_0498 (MicrobesOnline),
NWMN_0498,NWMN_RS02905,SAUPAN002305000,nusG,CDS,nusG,,transcription antitermination protein,chromosome,+,571845,572393,549,unknown,5332469,YP_001331532,3706045,transcription antitermination protein,182,4.78638,20663.5,-0.423626,Genetic information processing,Transcription,Transcription factors,transcription termination/antitermination factor NusG,TIGR00922,203.6,"RNA Metabolism / ""Transcription"" / ""Transcription factors bacterial"" / ""Transcription antitermination protein NusG""",PF02357,NusG,Transcription termination factor nusG,CL0439,NusG-like,103.4,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220710,P0C1S3,YP_001331532,,NWMN_0497 > NWMN_0498 (MicrobesOnline),
NWMN_0499,NWMN_RS02910,SAUPAN002307000,rplK,CDS,rplK,,50S ribosomal protein L11,chromosome,+,572565,572996,432,unknown,5332215,YP_001331533,3706046,50S ribosomal protein L11,143,9.92996,15222.6,-0.128671,Genetic information processing,Protein synthesis,Ribosomal proteins: synthesis and modification,ribosomal protein uL11,TIGR01632,215.2,"Protein Metabolism / ""Protein biosynthesis"" / ""Ribosome LSU bacterial"" / ""LSU ribosomal protein L11p (L12e)""",PF03946,Ribosomal_L11_N,"Ribosomal protein L11, N-terminal domain",no clan defined,no clan defined,108.1,NWMN_0008; NWMN_0055; NWMN_0162; NWMN_0176; NWMN_0189; NWMN_0372; NWMN_0380; NWMN_0464; NWMN_0475; NWMN_0501; NWMN_0502; NWMN_0505; NWMN_0509; NWMN_0510; NWMN_0577; NWMN_0721; NWMN_0741; NWMN_0742; NWMN_0743; NWMN_0745; NWMN_0811; NWMN_0828; NWMN_0833; NWMN_0950; NWMN_0959; NWMN_0960; NWMN_0961; NWMN_0962; NWMN_1096; NWMN_1148; NWMN_1151; NWMN_1155; NWMN_1156; NWMN_1166; NWMN_1167; NWMN_1217; NWMN_1263; NWMN_1382; NWMN_1483; NWMN_1547; NWMN_1549; NWMN_1569; NWMN_1572; NWMN_1587; NWMN_1593; NWMN_1605; NWMN_1613; NWMN_1625; NWMN_1857; NWMN_1938; NWMN_2024; NWMN_2029; NWMN_2031; NWMN_2056; NWMN_2086; NWMN_2119; NWMN_2125; NWMN_2127; NWMN_2128; NWMN_2133; NWMN_2136; NWMN_2140; NWMN_2142; NWMN_2146; NWMN_2148; NWMN_2149; NWMN_2315; NWMN_2422; NWMN_2454; NWMN_2503; NWMN_2504; NWMN_2534,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220711,A0A0H3K769,YP_001331533,,NWMN_0499 > NWMN_0500 > NWMN_0501 > NWMN_0502 (MicrobesOnline),21166474
NWMN_0500,NWMN_RS02915,SAUPAN002308000,rplA,CDS,rplA,,50S ribosomal protein L1,chromosome,+,573204,573896,693,unknown,5332374,YP_001331534,3706047,50S ribosomal protein L1,230,9.60658,24708.1,-0.29087,Genetic information processing,Protein synthesis,Ribosomal proteins: synthesis and modification,ribosomal protein uL1,TIGR01169,352.6,"Protein Metabolism / ""Protein biosynthesis"" / ""Ribosome LSU bacterial"" / ""LSU ribosomal protein L1p (L10Ae)""",PF00687,Ribosomal_L1,Ribosomal protein L1p/L10e family,no clan defined,no clan defined,238.5,NWMN_0176; NWMN_0249; NWMN_0357; NWMN_0359; NWMN_0380; NWMN_0507; NWMN_0508; NWMN_0509; NWMN_0510; NWMN_0811; NWMN_0839; NWMN_0922; NWMN_0959; NWMN_0960; NWMN_0961; NWMN_0962; NWMN_1096; NWMN_1151; NWMN_1166; NWMN_1182; NWMN_1206; NWMN_1268; NWMN_1382; NWMN_1476; NWMN_1478; NWMN_1549; NWMN_1572; NWMN_1574; NWMN_1587; NWMN_1600; NWMN_1604; NWMN_1605; NWMN_1613; NWMN_1631; NWMN_1632; NWMN_1680; NWMN_1733; NWMN_1837; NWMN_1838; NWMN_1867; NWMN_2016; NWMN_2086; NWMN_2119; NWMN_2127; NWMN_2135; NWMN_2136; NWMN_2140; NWMN_2144; NWMN_2145; NWMN_2146; NWMN_2147; NWMN_2148; NWMN_2150; NWMN_2151; NWMN_2152; NWMN_2179; NWMN_2438; NWMN_2504,Cytoplasmic,Extracellular,Intracellular,no predicted signal peptide,0,151220712,A6QEJ0,YP_001331534,,NWMN_0499 > NWMN_0500 > NWMN_0501 > NWMN_0502 (MicrobesOnline),21166474
NWMN_0501,NWMN_RS02920,SAUPAN002310000,rplJ,CDS,rplJ,,50S ribosomal protein L10,chromosome,+,574168,574668,501,unknown,5332366,YP_001331535,3706048,50S ribosomal protein L10,166,4.49215,17710,0.0246988,Genetic information processing,Protein synthesis,tRNA aminoacylation,serine--tRNA ligase,TIGR00415,10.8,"Protein Metabolism / ""Protein biosynthesis"" / ""Ribosome LSU bacterial"" / ""LSU ribosomal protein L10p (P0)""",PF00466,Ribosomal_L10,Ribosomal protein L10,no clan defined,no clan defined,110.8,NWMN_0502; NWMN_0651; NWMN_0949; NWMN_1103; NWMN_1587; NWMN_1680; NWMN_2009; NWMN_2024; NWMN_2056; NWMN_2147,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220713,A6QEJ1,YP_001331535,,NWMN_0499 > NWMN_0500 > NWMN_0501 > NWMN_0502 (MicrobesOnline),21166474
NWMN_0502,NWMN_RS02925,SAUPAN002311000,rplL,CDS,rplL,,50S ribosomal protein L7/L12,chromosome,+,574711,575079,369,unknown,5332373,YP_001331536,3706049,50S ribosomal protein L7/L12,122,4.32374,12711.5,-0.0426229,Genetic information processing,Protein synthesis,Ribosomal proteins: synthesis and modification,ribosomal protein bL12,TIGR00855,159.3,"Protein Metabolism / ""Protein biosynthesis"" / ""Ribosome LSU bacterial"" / ""LSU ribosomal protein L7/L12 (P1/P2)""",PF00542,Ribosomal_L12,Ribosomal protein L7/L12 C-terminal domain,no clan defined,no clan defined,104.1,NWMN_0055; NWMN_0162; NWMN_0249; NWMN_0357; NWMN_0372; NWMN_0380; NWMN_0475; NWMN_0499; NWMN_0500; NWMN_0501; NWMN_0504; NWMN_0507; NWMN_0508; NWMN_0509; NWMN_0510; NWMN_0655; NWMN_0722; NWMN_0741; NWMN_0742; NWMN_0743; NWMN_0745; NWMN_0811; NWMN_0839; NWMN_0950; NWMN_0959; NWMN_0960; NWMN_0961; NWMN_0962; NWMN_1096; NWMN_1151; NWMN_1166; NWMN_1167; NWMN_1183; NWMN_1254; NWMN_1313; NWMN_1325; NWMN_1326; NWMN_1382; NWMN_1385; NWMN_1456; NWMN_1483; NWMN_1549; NWMN_1572; NWMN_1587; NWMN_1592; NWMN_1600; NWMN_1604; NWMN_1605; NWMN_1672; NWMN_1679; NWMN_1831; NWMN_1849; NWMN_2040; NWMN_2074; NWMN_2086; NWMN_2119; NWMN_2120; NWMN_2127; NWMN_2128; NWMN_2133; NWMN_2134; NWMN_2135; NWMN_2136; NWMN_2137; NWMN_2146; NWMN_2147; NWMN_2149; NWMN_2151; NWMN_2152; NWMN_2173; NWMN_2357; NWMN_2454; NWMN_2499; NWMN_2503; NWMN_2504,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220714,A6QEJ2,YP_001331536,,NWMN_0499 > NWMN_0500 > NWMN_0501 > NWMN_0502 (MicrobesOnline),21166474
NWMN_0503,NWMN_RS02930,SAUPAN002312000,rsmC,CDS,NWMN_0503,,hypothetical protein,chromosome,+,575254,575862,609,unknown,5332375,YP_001331537,3706050,hypothetical protein,202,8.90035,22679.8,-0.378713,Genetic information processing,Protein fate,Protein modification and repair,"protein-(glutamine-N5) methyltransferase, release factor-specific",TIGR03534,71.5,,PF05175,MTS,Methyltransferase small domain,CL0063,NADP_Rossmann,179.5,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220715,A0A0H3KEL6,YP_001331537,,no polycistronic organisation predicted,
NWMN_0504,NWMN_RS02935,SAUPAN002314000,rpoB,CDS,rpoB,,DNA-directed RNA polymerase subunit beta,chromosome,+,576077,579628,3552,unknown,5330265,YP_001331538,3706051,DNA-directed RNA polymerase subunit beta,1183,4.6446,133219,-0.43432,Genetic information processing,Transcription,DNA-dependent RNA polymerase,"DNA-directed RNA polymerase, beta subunit",TIGR02013,1809.2,"RNA Metabolism / ""Transcription"" / ""RNA polymerase bacterial"" / ""DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)""; ""Virulence"" / ""Virulence - no subcategory"" / ""Mycobacterium virulence operon involved in DNA transcription"" / ""DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)""",PF00562,RNA_pol_Rpb2_6,"RNA polymerase Rpb2, domain 6",CL0410,LEF-8-like,470.8,NWMN_0162; NWMN_0485; NWMN_0486; NWMN_0510; NWMN_1604; NWMN_1606; NWMN_2135,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220716,A6QEJ4,YP_001331538,,NWMN_0504 > NWMN_0505 (MicrobesOnline),21166474
NWMN_0505,NWMN_RS02940,SAUPAN002315000,rpoC,CDS,rpoC,,DNA-directed RNA polymerase subunit beta',chromosome,+,579765,583388,3624,unknown,5332400,YP_001331539,3706052,DNA-directed RNA polymerase subunit beta',1207,6.93506,135408,-0.353024,Genetic information processing,Transcription,DNA-dependent RNA polymerase,"DNA-directed RNA polymerase, beta' subunit",TIGR02386,1884.2,"RNA Metabolism / ""Transcription"" / ""RNA polymerase bacterial"" / ""DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)""; ""Virulence"" / ""Virulence - no subcategory"" / ""Mycobacterium virulence operon involved in DNA transcription"" / ""DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)""",PF04997,RNA_pol_Rpb1_1,"RNA polymerase Rpb1, domain 1",no clan defined,no clan defined,286.9,NWMN_0005; NWMN_0189; NWMN_0508; NWMN_0509; NWMN_0510; NWMN_0641; NWMN_1103; NWMN_1151; NWMN_1374; NWMN_1433; NWMN_1580; NWMN_1604; NWMN_1937; NWMN_2042; NWMN_2137; NWMN_2143; NWMN_2147; NWMN_2201; NWMN_2534,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220717,A0A0H3K6G0,YP_001331539,,NWMN_0504 > NWMN_0505 (MicrobesOnline),21166474
NWMN_0506,NWMN_RS02945,SAUPAN002316000,rplGB,CDS,NWMN_0506,,putative ribosomal protein L7Ae-like,chromosome,+,583525,583779,255,unknown,5332401,YP_001331540,3706053,putative ribosomal protein L7Ae-like,84,10.8182,9446.19,0.0607143,,,,ribosomal protein eL8,TIGR03677,37.8,"Protein Metabolism / ""Protein biosynthesis"" / ""Ribosome LSU bacterial"" / ""Firmicutes ribosomal L7Ae family protein""",PF01248,Ribosomal_L7Ae,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family,CL0101,PELOTA,39.2,,no significant prediction,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220718,A6QEJ6,YP_001331540,,NWMN_0506 > NWMN_0507 > NWMN_0508 > NWMN_0509 > NWMN_0510 (MicrobesOnline),
NWMN_0507,NWMN_RS02950,SAUPAN002317000,rpsL,CDS,rpsL,,30S ribosomal protein S12,chromosome,+,583877,584290,414,unknown,5330266,YP_001331541,3706054,30S ribosomal protein S12,137,11.8375,15286.7,-0.854015,Genetic information processing,Protein synthesis,Ribosomal proteins: synthesis and modification,ribosomal protein uS12,TIGR00981,221.2,"Protein Metabolism / ""Protein biosynthesis"" / ""Ribosome SSU bacterial"" / ""SSU ribosomal protein S12p (S23e)""; ""Protein Metabolism"" / ""Protein processing and modification"" / ""Ribosomal protein S12p Asp methylthiotransferase"" / ""SSU ribosomal protein S12p (S23e)""; ""Virulence"" / ""Virulence - no subcategory"" / ""Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins)"" / ""SSU ribosomal protein S12p (S23e)""",PF00164,Ribosom_S12_S23,Ribosomal protein S12/S23,CL0021,OB,119.5,NWMN_0014; NWMN_0055; NWMN_0249; NWMN_0357; NWMN_0359; NWMN_0464; NWMN_0470; NWMN_0499; NWMN_0501; NWMN_0502; NWMN_0508; NWMN_0641; NWMN_0651; NWMN_0736; NWMN_0743; NWMN_0745; NWMN_0833; NWMN_0870; NWMN_0885; NWMN_0949; NWMN_0956; NWMN_1103; NWMN_1134; NWMN_1142; NWMN_1148; NWMN_1151; NWMN_1155; NWMN_1165; NWMN_1182; NWMN_1184; NWMN_1217; NWMN_1246; NWMN_1326; NWMN_1385; NWMN_1401; NWMN_1439; NWMN_1483; NWMN_1488; NWMN_1497; NWMN_1516; NWMN_1536; NWMN_1547; NWMN_1549; NWMN_1572; NWMN_1574; NWMN_1600; NWMN_1605; NWMN_1607; NWMN_1613; NWMN_1857; NWMN_1937; NWMN_2040; NWMN_2042; NWMN_2043; NWMN_2056; NWMN_2086; NWMN_2119; NWMN_2127; NWMN_2128; NWMN_2133; NWMN_2135; NWMN_2137; NWMN_2142; NWMN_2143; NWMN_2144; NWMN_2145; NWMN_2146; NWMN_2147; NWMN_2148; NWMN_2149; NWMN_2150; NWMN_2151; NWMN_2152; NWMN_2153; NWMN_2504; NWMN_2534,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220719,A6QEJ7,YP_001331541,,NWMN_0506 > NWMN_0507 > NWMN_0508 > NWMN_0509 > NWMN_0510 (MicrobesOnline),21166474
NWMN_0508,NWMN_RS02955,SAUPAN002318000,rpsG,CDS,rpsG,,30S ribosomal protein S7,chromosome,+,584356,584826,471,unknown,5332415,YP_001331542,3706055,30S ribosomal protein S7,156,10.6134,17794.4,-0.622436,Genetic information processing,Protein synthesis,Ribosomal proteins: synthesis and modification,ribosomal protein uS7,TIGR01029,230.3,"Protein Metabolism / ""Protein biosynthesis"" / ""Ribosome SSU bacterial"" / ""SSU ribosomal protein S7p (S5e)""; ""Virulence"" / ""Virulence - no subcategory"" / ""Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins)"" / ""SSU ribosomal protein S7p (S5e)""",PF00177,Ribosomal_S7,Ribosomal protein S7p/S5e,no clan defined,no clan defined,226.3,NWMN_0132; NWMN_0249; NWMN_0357; NWMN_0359; NWMN_0470; NWMN_0500; NWMN_0502; NWMN_0641; NWMN_0651; NWMN_0722; NWMN_0741; NWMN_0745; NWMN_0811; NWMN_0877; NWMN_0959; NWMN_1095; NWMN_1134; NWMN_1151; NWMN_1182; NWMN_1184; NWMN_1382; NWMN_1549; NWMN_1572; NWMN_1574; NWMN_1587; NWMN_1600; NWMN_1613; NWMN_1831; NWMN_2119; NWMN_2127; NWMN_2128; NWMN_2133; NWMN_2135; NWMN_2136; NWMN_2137; NWMN_2140; NWMN_2143; NWMN_2145; NWMN_2146; NWMN_2147; NWMN_2149; NWMN_2150; NWMN_2151; NWMN_2152; NWMN_2153,Cytoplasmic,Extracellular,Intracellular,no predicted signal peptide,0,151220720,A6QEJ8,YP_001331542,,NWMN_0506 > NWMN_0507 > NWMN_0508 > NWMN_0509 > NWMN_0510 (MicrobesOnline),21166474
NWMN_0509,NWMN_RS02960,SAUPAN002319000,fusA,CDS,fus,,elongation factor G,chromosome,+,584949,587030,2082,unknown,5332410,YP_001331543,3706056,elongation factor G,693,4.53897,76615,-0.346032,Genetic information processing,Protein synthesis,Translation factors,translation elongation factor G,TIGR00484,1202.5,"Protein Metabolism / ""Protein biosynthesis"" / ""Translation elongation factor G family"" / ""Translation elongation factor G""; ""Protein Metabolism"" / ""Protein biosynthesis"" / ""Translation elongation factors bacterial"" / ""Translation elongation factor G""; ""Protein Metabolism"" / ""Protein biosynthesis"" / ""Universal GTPases"" / ""Translation elongation factor G""; ""Virulence"" / ""Virulence - no subcategory"" / ""Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins)"" / ""Translation elongation factor G""",PF00009,GTP_EFTU,Elongation factor Tu GTP binding domain,CL0023,P-loop_NTPase,227,NWMN_0510; NWMN_0641; NWMN_1166; NWMN_1592; NWMN_1604; NWMN_2135,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220721,A6QEJ9,YP_001331543,,NWMN_0506 > NWMN_0507 > NWMN_0508 > NWMN_0509 > NWMN_0510 (MicrobesOnline),21166474
NWMN_0510,NWMN_RS02965,SAUPAN002320000,tuf,CDS,tufA,,elongation factor Tu,chromosome,+,587247,588431,1185,unknown,5331936,YP_001331544,3706057,elongation factor Tu,394,4.48462,43103.4,-0.250508,Genetic information processing,Protein synthesis,Translation factors,translation elongation factor Tu,TIGR00485,773.7,"Protein Metabolism / ""Protein biosynthesis"" / ""Translation elongation factors bacterial"" / ""Translation elongation factor Tu""; ""Protein Metabolism"" / ""Protein biosynthesis"" / ""Universal GTPases"" / ""Translation elongation factor Tu""; ""Virulence"" / ""Virulence - no subcategory"" / ""Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins)"" / ""Translation elongation factor Tu""",PF00009,GTP_EFTU,Elongation factor Tu GTP binding domain,CL0023,P-loop_NTPase,220.8,NWMN_0162; NWMN_0474; NWMN_0500; NWMN_0502; NWMN_0509; NWMN_0641; NWMN_0811; NWMN_0962; NWMN_1166; NWMN_1167; NWMN_1348; NWMN_1592; NWMN_1604; NWMN_1937; NWMN_2135; NWMN_2146; NWMN_2152; NWMN_2438,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220722,A6QEK0,YP_001331544,,NWMN_0506 > NWMN_0507 > NWMN_0508 > NWMN_0509 > NWMN_0510 (MicrobesOnline),21166474
NWMN_0511,NWMN_RS02970,SAUPAN002321000,-,CDS,NWMN_0511,,hypothetical protein,chromosome,-,588713,589897,1185,unknown,5332574,YP_001331545,3706058,hypothetical protein,394,5.79675,44025.9,-0.223096,Genetic information processing,Protein fate,"Degradation of proteins, peptides, and glycopeptides",amidohydrolase,TIGR01891,385.9,"Amino Acids and Derivatives / ""Lysine, threonine, methionine, and cysteine"" / ""Lysine Biosynthesis DAP Pathway"" / ""N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47)""",PF01546,Peptidase_M20,Peptidase family M20/M25/M40,CL0865,ZnExoPePases,147.1,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220723,A0A0H3K762,YP_001331545,,no polycistronic organisation predicted,
NWMN_0512,NWMN_RS02975,SAUPAN002322000,kbl,CDS,NWMN_0512,,2-amino-3-ketobutyrate coenzyme A ligase,chromosome,+,590059,591246,1188,unknown,5330267,YP_001331546,3706059,2-amino-3-ketobutyrate coenzyme A ligase,395,5.00874,42890.3,-0.268354,,,,putative pyridoxal phosphate-dependent acyltransferase,TIGR01825,692.5,"Amino Acids and Derivatives / ""Alanine, serine, and glycine"" / ""Glycine Biosynthesis"" / ""2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)""; ""Amino Acids and Derivatives"" / ""Alanine, serine, and glycine"" / ""Glycine and Serine Utilization"" / ""2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)""; ""Amino Acids and Derivatives"" / ""Lysine, threonine, methionine, and cysteine"" / ""Threonine degradation"" / ""2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)""",PF00155,Aminotran_1_2,Aminotransferase class I and II,CL0061,PLP_aminotran,225.8,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220724,A0A0H3KB50,YP_001331546,,no polycistronic organisation predicted,
NWMN_0513,NWMN_RS02980,SAUPAN002323000,hchA,CDS,NWMN_0513,,chaperone protein HchA,chromosome,+,591512,592390,879,unknown,5330268,YP_001331547,3706060,chaperone protein HchA,292,4.65565,32176.4,-0.305479,Genetic information processing,Protein fate,"Degradation of proteins, peptides, and glycopeptides","intracellular protease, PfpI family",TIGR01382,30.5,,PF01965,DJ-1_PfpI,DJ-1/PfpI family,CL0014,Glutaminase_I,40.8,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220725,A6QEK3,YP_001331547,,no polycistronic organisation predicted,15205410; 21725011
NWMN_0514,NWMN_RS02985,SAUPAN002324000,araB,CDS,araB,,ribulokinase,chromosome,+,592550,594187,1638,unknown,5330269,YP_001331548,3706061,ribulokinase,545,6.04212,61010.4,-0.278165,Metabolism,Energy metabolism,Sugars,ribulokinase,TIGR01234,557,,PF02782,FGGY_C,"FGGY family of carbohydrate kinases, C-terminal domain",CL0108,Actin_ATPase,128.5,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220726,A6QEK4,YP_001331548,,no polycistronic organisation predicted,
NWMN_0515,NWMN_RS02990,SAUPAN002325000,-,CDS,capD,,polysaccharide biosynthesis protein CapD,chromosome,+,594401,595366,966,unknown,5331740,YP_001331549,3706062,polysaccharide biosynthesis protein CapD,321,4.35464,36052.7,-0.311526,Cell structure,Cell envelope,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,ADP-glyceromanno-heptose 6-epimerase,TIGR02197,44.8,"Amino Acids and Derivatives / ""Alanine, serine, and glycine"" / ""Glycine Biosynthesis"" / ""L-threonine 3-dehydrogenase (EC 1.1.1.103)""; ""Amino Acids and Derivatives"" / ""Lysine, threonine, methionine, and cysteine"" / ""Threonine degradation"" / ""L-threonine 3-dehydrogenase (EC 1.1.1.103)""",PF01370,Epimerase,NAD dependent epimerase/dehydratase family,CL0063,NADP_Rossmann,93.7,NWMN_0961; NWMN_1166; NWMN_1592; NWMN_2135; NWMN_2146; NWMN_2534,no significant prediction,Cytoplasmic,Intracellular,no predicted signal peptide,0,151220727,A0A0H3K774,YP_001331549,,no polycistronic organisation predicted,21166474
